Ticker,Sector,Market Cap,Enterprise Value,Trailing P/E,Forward P/E,PEG Ratio,Price/Sales,Price/Book,Enterprise Value/Revenue,Enterprise Value/EBITDA,Total Cash Per Share,Total Debt/Equity,,0
TOE,Energy,127550,123280,NA,NA,NA,NA,0.92,NA,-5.8,0.01,12.11,,
TCH,Software & Services,197140,163590,12.41,14.17,NA,6.48,11.89,6.6,28.61,NA,NA,,
TWR,Insurance,374350,92800,23.93,10.65,1.48,2.07,1.63,0.51,3.61,1.56,0.01,,
TOX,Commercial Services & Supplies,435540,527230,19.94,15.48,3.63,1.07,1.72,1.35,7.66,0.13,49.48,,
TPM,Telecommunication Services,6870000,7210000,36.5,24.03,1.55,5.69,7.54,5.99,16.78,0.12,35.06,,
TME,Retailing,1350000,1490000,22.58,16.24,2.15,9.29,2.62,10.42,16.11,0.08,24.4,,
TTI,Transportation,12680,35080,NA,NA,NA,0.28,0.41,0.82,12.94,0,81.38,,
TKL,Materials,1340,763.81,NA,NA,NA,42.69,2,29.15,-1.39,0.01,NA,,
TSN,Software & Services,5340,2980,NA,NA,NA,23.19,0.75,12.96,-5.54,0,NA,,
TSV,Energy,17750,15390,NA,NA,NA,8.1,0.29,7.02,4.76,0.01,4.43,,
TSE,Commercial Services & Supplies,819700,1500000,14.04,9.41,1.19,0.21,1.06,0.39,6.28,0.48,113.87,,
TPI,Commercial Services & Supplies,1290000,1420000,NA,20.38,-7.48,0.92,0.74,1.02,4.57,0.03,9.43,,
TCL,Transportation,18970000,29640000,1101.11,55.06,4.72,12.11,3.63,19.22,31.46,0.37,174.78,,
TRG,Diversified Financials,295360,275510,1.75,13.72,1.41,75.9,1.28,73.4,-72.64,1.15,NA,,
TWE,"Food, Beverage & Tobacco",3330000,3730000,NA,21.33,1.82,1.77,1.1,2.01,13.37,0.05,10.8,,
TYO,Consumer Durables & Apparel,34210,37630,6.88,NA,NA,0.88,0.89,0.53,8.52,0.1,7.85,,
TEG,Energy,3190,2020,NA,NA,NA,0.94,NA,0.7,-0.62,0,NA,,
TBR,Materials,190010,185260,633.33,NA,NA,2.16,1.62,2.11,7.31,0.13,NA,,
TNP,Energy,7930,4370,NA,NA,NA,NA,1,NA,-5.89,0,NA,,
TON,Materials,105510,94580,NA,NA,NA,18343.15,3.78,17751.26,-18.49,0.01,NA,,
TRY,Materials,83560,115100,NA,2.29,NA,0.37,0.36,0.59,5.08,0.15,34.16,,
TRM,Materials,2710,2770,NA,NA,NA,24.2,0.39,23.95,-33,0,3.62,,
TAU,Consumer Services,4300,3690,18.57,NA,NA,1.05,0.42,0.9,-11.04,0.02,1.43,,
TTA,Retailing,3160,8640,NA,NA,NA,0.08,0.23,0.21,-2.73,0,41.92,,
TUP,Software & Services,178570,177580,NA,NA,NA,639.68,35,636.13,-78.62,0.01,NA,,
TGN,Materials,8510,7320,NA,NA,NA,172.81,2.86,148.67,-2.11,0.01,NA,,
TWH,"Food, Beverage & Tobacco",NA,380.56,NA,NA,NA,NA,2,NA,-0.69,0,NA,,
TYK,Materials,4590,3870,NA,NA,NA,72.39,1,69.88,-6.11,0,NA,,
TDX,Pharmaceuticals & Biotechnology,1530,315.57,NA,NA,NA,7.73,1.5,1.59,NA,0,NA,,
TZL,Capital Goods,51220,41910,NA,NA,NA,3.23,3.62,3.28,-7.43,0,NA,,
UCW,Consumer Durables & Apparel,5060,1910,NA,NA,NA,1.53,NA,2.14,-1.85,0,NA,,
UGL,Capital Goods,417530,466490,NA,9.73,-2.39,0.22,0.77,0.25,-2.44,0.54,27.09,,
UIL,Energy,5940,2510,NA,NA,NA,314.2,0.85,132.83,-1.47,0.03,NA,,
UUL,Real Estate,1280,-1090,NA,NA,NA,NA,0.31,NA,1.9,0.09,NA,,
UNS,Health Care Equipment & Services,382890,422200,NA,NA,NA,24.23,90.83,25.98,-6.4,0.05,1893.09,,
UOS,Real Estate,621360,348480,6.97,NA,NA,1.6,0.62,0.95,2.18,0.34,11.44,,
UML,Materials,23940,3630,NA,NA,NA,0.37,0.66,0.06,0.23,0.02,0.69,,
UBI,Health Care Equipment & Services,59800,58870,NA,NA,NA,5.06,3.39,5.22,-4.94,0.08,113.43,,
UNV,Energy,43450,88600,NA,5,NA,1.18,0.64,2.3,23.01,0.01,46.68,,
UEQ,Energy,4100,4900,NA,NA,NA,7.78,0.22,8.38,-9.37,0,NA,,
USA,Energy,4180,3750,NA,NA,NA,115.38,0.23,114.43,-6.56,0,NA,,
UBN,Software & Services,281890,262750,NA,NA,NA,65.87,9.31,58.32,411.52,0.08,NA,,
USH,Not Applic,2440,2430,NA,NA,NA,812.93,NA,808.96,NA,0,NA,,
UCM,Health Care Equipment & Services,17160,16160,NA,NA,NA,10.5,5.68,9.89,-13.38,0.01,NA,,
UXC,Software & Services,249730,265380,13.16,10.71,1.31,0.39,1.16,0.4,7.47,0.06,17.66,,
VXL,Materials,46670,37470,NA,NA,NA,587.59,2.75,471.7,-7.91,0.05,0.3,,
VMX,Energy,15140,21300,1.09,6.17,NA,0.32,1.18,0.4,4.78,0.03,55.26,,
VAN,Materials,NA,982.15,NA,NA,NA,11.65,0.18,8.32,-0.34,0,NA,,
VAR,Materials,13180,7290,NA,NA,NA,12.14,1.59,10.95,-5.88,0.01,NA,,
VMG,Capital Goods,33790,25520,NA,NA,NA,6.5,3.5,4.91,-2.56,0,1.47,,
VEC,Materials,4040,4360,NA,NA,NA,0.9,NA,0.99,-4.29,0,NA,,
VRX,Materials,4620,3960,NA,NA,NA,20.44,0.35,17.52,-6.79,0.01,NA,,
VMS,Materials,8910,4520,NA,NA,NA,37.55,1.11,21.06,-9.04,0.01,0.23,,
VXR,Materials,9290,7750,NA,NA,NA,NA,0.16,NA,-1.01,0,NA,,
VMC,Materials,6260,5700,NA,NA,NA,11.98,2.68,11.1,-4.19,0.02,NA,,
VIG,Media,109110,96850,15,NA,NA,7.55,11.67,6.71,NA,0.01,NA,,
VIC,Materials,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
VIE,Capital Goods,3470,21070,NA,NA,NA,0.03,0.56,0.17,-2.95,0,237.69,,
VII,Materials,17070,40330,NA,NA,NA,0.06,0.47,0.14,17.71,0.24,144.18,,
VKA,Materials,4770,2770,NA,NA,NA,47.15,0.68,27.41,-1.04,0,NA,,
VLW,Real Estate,233930,305990,8.25,8.48,1.09,0.73,1.07,1.14,11.68,0.02,56.54,,
VRL,Media,973080,1410000,24.02,16.94,12.26,1.03,1.95,1.49,9.1,0.61,96.86,,
VMY,Energy,75150,57640,NA,NA,NA,2873.21,11.38,2587.29,-5.04,0.03,NA,,
VLA,Pharmaceuticals & Biotechnology,138020,75940,NA,NA,NA,47.8,4.51,30.35,-17.97,0.14,NA,,
VAH,Transportation,1620000,3.00E+06,NA,15.33,-1.25,0.37,1.46,0.68,36.86,0.32,225.4,,
VRT,Health Care Equipment & Services,482010,592770,15.87,13.11,1.25,2.14,2.04,2.76,10.05,0.12,60.2,,
VEI,Health Care Equipment & Services,127150,145570,9.45,11.5,-0.24,1.18,1.39,1.32,6.08,0.12,38.45,,
VGI,Software & Services,364670,344450,111.22,NA,NA,10.38,8.4,9.8,61.94,0.29,7.09,,
VTG,Retailing,282650,273610,11.13,14.38,0.57,0.5,6.55,0.52,7.27,0.14,55.12,,
VSC,Pharmaceuticals & Biotechnology,80800,75510,11.17,11.92,NA,2.22,3.78,2.06,10.91,0.16,15.55,,
VML,Materials,9120,13040,NA,NA,NA,168.34,0.88,249.14,-13.63,0,32.59,,
VMT,Automobiles & Components,66410,67610,71.43,6.25,NA,1.47,2.66,1.5,23.39,0.03,19.01,,
VET,Consumer Services,23000,100800,NA,5,-0.38,0.19,1.8,0.76,-47.79,0.08,613.03,,
VOC,Telecommunication Services,578430,659930,16.13,19.03,0.85,5.3,2.78,5.96,16.96,0.39,54.6,,
VTM,Materials,3510,2820,NA,NA,NA,139.35,1.89,111.84,-2.18,0,NA,,
VTX,Capital Goods,6500,2680,NA,NA,NA,NA,4.5,NA,-4.02,0,NA,,
WKT,Materials,3680,2320,NA,NA,NA,484.82,0.27,351.98,-2.22,0,NA,,
WAA,Diversified Financials,36430,19490,29.17,NA,NA,12.97,1.01,7.07,NA,0.59,8.91,,
WAM,Diversified Financials,886320,406330,17.09,NA,NA,15.53,1.12,9.28,NA,0.88,4.33,,
WGO,Materials,1720,1750,NA,NA,NA,3.71,1.33,4.24,-2.32,0,26.45,,
WCB,"Food, Beverage & Tobacco",550270,559690,36.43,NA,NA,0.88,2.63,0.9,17.87,0.22,23.86,,
SOL,Energy,3360000,2060000,26.81,21.95,4.55,4.65,1.09,2.9,16.79,5.79,1.5,,
WRG,Utilities,8350,4290,NA,NA,NA,NA,NA,NA,-10.03,0,NA,,
WAT,Consumer Durables & Apparel,38070,61750,131.25,NA,NA,0.46,0.67,0.77,12.17,0.08,49.41,,
WTP,Capital Goods,157080,49680,9.33,9.22,2.41,0.13,0.61,0.04,0.78,0.85,21.8,,
WAL,Energy,NA,1640,NA,NA,NA,0.35,0.06,1.49,-5.98,NA,19.8,,
WCP,Materials,4380,2120,NA,NA,NA,36.25,1.57,17.59,-0.92,0.01,NA,,
WDS,Capital Goods,15920,25830,NA,NA,NA,0.05,0.1,0.08,2.53,0.01,6.54,,
WEB,Retailing,249230,240650,12.81,11.48,1.4,2.5,3.4,2.33,10.38,0.73,37.35,,
WBA,"Food, Beverage & Tobacco",481530,363760,50.83,20.33,NA,4.35,2.09,6.38,29.77,0.02,98.49,,
WLL,Commercial Services & Supplies,148530,143070,17.31,14.58,1.69,1.65,2.54,1.59,12.12,0.16,0.49,,
WES,Food & Staples Retailing,4.70E+07,51970000,17.95,18.18,2.42,0.76,1.88,0.85,11.79,1.34,24.83,,
WAF,Materials,17030,20180,NA,NA,NA,358.65,63,425.02,-1.29,0.02,3327.1,,
WPI,Materials,1400,1880,NA,NA,NA,NA,NA,NA,-2.97,0,NA,,
WWI,Materials,4440,3930,NA,NA,NA,2694.18,0.3,1964.68,-2.49,0.01,NA,,
WSA,Materials,840930,778040,17.4,6.96,0.2,2.47,2.18,2.28,8.34,0.76,30.79,,
WMN,Materials,83510,84820,NA,NA,NA,15764.98,3.33,15197.77,-61.77,0,2.62,,
WFD,Real Estate,18850000,24660000,NA,23.26,3.72,22.8,2.44,29.83,68.4,0.15,73.25,,
WIC,Not Applic,120850,68940,NA,NA,NA,17.98,0.87,10.2,NA,0.42,NA,,
WBC,Banks,9.70E+07,246360000,13.07,12.28,4.13,5.01,1.98,12.64,NA,31.76,NA,,
WCN,Materials,5050,2940,NA,NA,NA,1098.86,2,1163.39,-1.12,0,32.73,,
WEC,Energy,111650,125360,NA,NA,NA,3.79,0.95,4.01,-6.32,0.13,32.23,,
WRM,Materials,6520,4980,NA,NA,NA,728.98,0.23,625.19,-3.18,0,NA,,
WHF,Diversified Financials,362910,380350,27.37,NA,NA,19.78,0.98,21.39,NA,0.1,11.48,,
WHC,Energy,1440000,2380000,NA,70,-2.64,2,0.46,3.3,15.31,0.11,32.08,,
WHN,Energy,1030,3060,NA,NA,NA,1.22,0.04,3.72,-1.33,0.01,13.76,,
WAC,Materials,1700,1600,NA,NA,NA,17.56,21,15.5,-2.88,0,NA,,
WHE,Energy,13170,2200,NA,NA,NA,NA,5.93,NA,5.22,0,12.13,,
WIG,Diversified Financials,134000,94350,25.96,NA,NA,2.08,2.37,1.6,-37.35,0.28,5.78,,
WEL,Energy,14650,14280,NA,NA,NA,NA,0.67,NA,-5.14,0,NA,,
WVL,Materials,3140,2040,NA,NA,NA,NA,1.75,NA,NA,0,2.74,,
WIN,Materials,13510,7310,NA,NA,NA,59,2.91,39.17,NA,0.04,NA,,
WFE,Materials,NA,213.05,NA,NA,NA,31.67,0.07,9.89,-0.46,0,NA,,
WLF,Materials,283000,284250,NA,35,NA,696.5,1.28,680.74,-54.69,0.05,16.74,,
WOF,Energy,7070,4390,NA,NA,NA,61.78,0.53,49.34,-2.29,0,NA,,
WLC,Materials,137900,597140,NA,NA,NA,2.79,0.19,26.47,18.13,0,158.78,,
WPL,Energy,29060000,29500000,12.02,22.61,-2.11,3.9,1.83,3.97,5.31,3.97,15.52,,
WOW,Food & Staples Retailing,34390000,37780000,14.21,14.12,6.12,0.55,3.13,0.61,8.01,1.23,43.8,,
WRR,Technology Hardware & Equipment,15110,16390,12.5,NA,NA,1.03,3.32,1.04,9.53,0.03,17.36,,
WTR,Materials,10590,9530,NA,NA,NA,91.97,4.6,105.24,-2.85,0,NA,,
WNS,Software & Services,NA,1870,NA,NA,NA,1.63,NA,5.13,-7.57,0,NA,,
WOR,Energy,2520000,3380000,10.46,12.72,-4.18,0.27,1.12,0.37,6.86,1.69,54.62,,
WPG,Materials,11160,6160,NA,NA,NA,44.83,1,26.32,-2.89,0.01,NA,,
XAM,Materials,41210,39900,NA,NA,NA,665.18,1.48,712.53,-10.97,0.02,10.47,,
XRO,Software & Services,2540000,2330000,NA,NA,NA,27.85,10.22,25.59,-44.9,1.43,NA,,
XPD,Consumer Durables & Apparel,95770,93340,7.35,0.24,NA,1.59,NA,1.69,5.62,0.01,44.19,,
XRF,Capital Goods,29740,24330,11.25,7.5,NA,1.35,1.01,1.11,5.29,0.04,NA,,
XST,Energy,1470,966.89,NA,NA,NA,13.51,1.14,8.96,-0.68,0,NA,,
XTD,Media,30380,28300,NA,NA,NA,54.8,5.21,51.06,NA,0.02,NA,,
XTE,Capital Goods,7250,7510,NA,NA,NA,1.34,12.41,1.39,-10.53,0.01,NA,,
XTV,Materials,25200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
YAL,Energy,144160,3730000,NA,0.63,-3,0.1,0.06,2.6,-206.19,0.21,151.98,,
YBR,Diversified Financials,144640,138210,NA,NA,NA,1.79,1.74,1.82,-43.18,0.04,5.97,,
YRR,Materials,8370,5430,NA,NA,NA,30.29,0.5,19.63,-6.75,0.01,NA,,
YNB,Diversified Financials,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
YOW,"Food, Beverage & Tobacco",111320,85090,NA,NA,NA,257.42,8.44,229.35,-14.08,0.03,NA,,
YPB,Commercial Services & Supplies,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
ZNZ,Energy,2210000,2320000,425.38,NA,NA,1.01,6.15,1.06,39,0.38,85.15,,
ZAM,Materials,2900,-244.83,NA,NA,NA,122.64,0.88,-10.34,0.43,0.05,NA,,
ZRL,Materials,1280,9350,NA,NA,NA,24.08,0.39,176.26,-6.13,0.01,247.44,,
ZGM,Materials,2710,3330,NA,NA,NA,19.19,NA,23.54,-2.41,0,NA,,
ZNC,Materials,4040,3080,NA,NA,NA,118.98,0.89,90.77,-9.2,0.01,NA,,
ZTA,Energy,NA,2020,NA,NA,NA,2.03,0.89,4.67,-1.75,0.14,200.93,,
ZER,Materials,37290,79330,NA,NA,NA,NA,0.86,-5.86,NA,0,120.47,,
ZEU,Energy,2700,-2980,NA,NA,NA,12.47,0.35,-13.74,2.87,0.03,NA,,
ZGL,Capital Goods,45260,51950,10.5,NA,NA,0.49,0.66,0.56,5.95,0.07,26.92,,
ZIM,Materials,866490,874350,12.58,NA,NA,1.6,0.84,1.61,4.72,0.9,10.18,,
ZMG,Software & Services,3930,3860,60,NA,NA,0.34,1.62,0.34,7.8,0.02,80.29,,
ZIP,Telecommunication Services,89440,60710,NA,NA,NA,131.47,11.05,93.86,-13.95,0.1,0.01,,
